order_id;pos_lat;pos_lng;amount
0;0.1451864798020468;0.647503063369052;403
1;0.23900822479502426;0.34347881208094977;408
2;0.25352516138969494;0.651843584872386;301
3;0.0882258540312415;0.5015085910515642;229
4;0.5160873612813777;0.14915442160840398;342
5;0.9083998068623789;0.5828487144016343;101
6;0.44003769103195545;0.74640150212454;289
7;0.7482453487056377;0.8077688047685572;219
8;0.621214865970636;0.5610415181582253;411
9;0.41745078052128726;0.43037614798456025;210
10;0.9722770429396295;0.7489573738200519;21
11;0.39131782848678776;0.9114670100456763;8
12;0.4196647042611563;0.22841127806562067;406
13;0.9669380350542671;0.812081265446478;215
14;0.525014277406993;0.34254673085015264;119
15;0.6096080206934569;0.3857793839136088;496
16;0.4264940270713127;0.02209538836123559;113
17;0.36081640091612455;0.6683376380811781;230
18;0.01251836537283868;0.4416359838437831;105
19;0.8109132074443333;0.6069152366773614;387
20;0.16635656264500231;0.1769724730472897;374
21;0.6637148567410127;0.42928713745817504;286
22;0.41651633490010553;0.15178697009362763;188
23;0.6014175846816889;0.7183780108020803;17
24;0.9913298117341727;0.12361786856920531;233
25;0.7642975522284092;0.34896088511296774;289
26;0.11048410934707853;0.9319314177140623;199
27;0.6727521070759335;0.544127612868889;90
28;0.9850386783239402;0.6487562759687562;428
29;0.5500610359721594;0.6024026781056384;499
30;0.08903352297994016;0.38916928360522896;373
31;0.19248708239125922;0.6919938006300941;352
32;0.5943229872530023;0.24856241209631058;355
33;0.10740028286927794;0.04248115471402092;134
34;0.2624515912544243;0.20851036617180974;138
35;0.0684790604578136;0.4718242207999963;371
36;0.27396285687562205;0.2179928662550612;383
37;0.9195618206592695;0.41570779930634405;57
38;0.22273451426027857;0.23091010701939552;46
39;0.6544426608119482;0.6842498011917084;120
40;0.6721726505057;0.7127485025625222;129
41;0.8786359022239683;0.40645711660455874;24
42;0.9375006814859657;0.16976472333302106;256
43;0.8352717769171567;0.4690508990435178;157
44;0.7386067497401341;0.046241507007238614;410
45;0.6904780515020559;0.7991769237577329;165
46;0.2641804530229521;0.9501193800820384;171
47;0.7788806580862289;0.412580488598578;51
48;0.5717066643241542;0.8571732520706095;370
49;0.5330204767852207;0.4300533719038231;170
50;0.7428030196722213;0.0005845921582101621;165
51;0.794717495770124;0.5586345899223866;424
52;0.059767874843461355;0.8079284896129673;35
53;0.6493885931944312;0.7150203447839929;184
54;0.7549782007577115;0.2722214576529074;179
55;0.9833811972326754;0.14723188144052224;344
56;0.13228184597790005;0.7764117338336098;2
57;0.6022154838874361;0.847159832396785;32
58;0.5648375612411258;0.30748908826886834;265
59;0.000778572486724638;0.282358428286124;163
60;0.9341707048797787;0.17696209555480058;296
61;0.14864320775288298;0.36743893683765605;429
62;0.6294466749114505;0.3908305937867278;452
63;0.02083557744898945;0.5518269007476686;65
