order_id;pos_lat;pos_lng;amount
0;0;0.12608612913177625;45
1;0.3016757396096882;0.7537913146006017;114
2;1;0.29976063041186934;93
3;0.7808889672780251;0.11415876722560561;285
4;0.06254839663944009;0.5982177500861448;180
5;0.6849574970019473;1;208
6;0.7619349327014436;0.8405324801961221;364
7;0.42430392446107745;0.9018573606835523;429
8;0.8709656071059799;0.3145076058770224;396
9;0.21335147106868732;0.009518784057312255;21
10;0.8859112886592926;0.08200968963142907;114
11;0.3743182842020135;0.10066786394297016;228
12;0.24793677579037296;0.9559176304529151;164
13;0.9451572285752015;0.5590121893051233;279
14;0.17394437471039048;0.2646199904615798;43
15;0.3312888673217599;0.7386045453887408;321
16;0.9551270607740634;0.34018818175684384;358
17;0.7316037310072563;1;161
18;0.3283621692299368;0.19148647261626467;48
19;0.9702185392256031;0.7415533420646584;335
20;0.7359212716061924;0.725483472654671;392
21;0.8530055042267407;1;17
22;0.9726192527781508;0.7160108820751023;37
23;0.1837984854049856;0.22515601046679523;208
24;0.45491612227029804;0.06563390549712164;122
25;0.7752148823900527;0.5971107794957176;366
26;0.9195272722533678;0.7398729033108743;12
27;0.36267554361733745;0.72096413091502;181
28;1;0.7831746511234068;41
29;0.6473604187887659;0.20119097296912686;323
30;0.43721182796320573;0.2802774245932782;234
31;0.1312843549437798;0;421
32;0.20755422936449833;1;51
33;0.7462443174936396;0.4304514411974457;137
34;0.8798038442646725;0.9717103117226534;135
35;0.10621847169379584;0.1558187275928011;175
36;0.8329424368849587;0.9178392047000227;12
37;0.5879240626853993;0.9162466224337696;28
38;0.15438496403725419;0.22712279320131665;384
39;0.6177773134749197;0.14099363321780406;215
40;0.6804896210827917;0.5855962186773279;389
41;0.2608724559456983;0;166
42;1;0.7323988831942455;320
43;0.27778446161394443;0.7719669202462939;153
44;0.4161374785351802;0.9523704261696535;190
45;0.9360730337142624;0.775471766223318;436
46;0.06626782789799972;0.38136674833920226;274
47;0.8687155815904517;0.45103989649337695;109
48;0.06156145135435702;0.408225846555868;129
49;0.04474121110699605;0.9934541277545942;257
50;0.4098947751928571;0.5668032767744858;430
51;0.8140455728857958;0.6464425606399016;425
52;1;0.7755904412573542;120
53;0.5895395287551104;1;274
54;0.17664855224693976;0.9715353099919692;349
55;0.15637542504127103;0.8169033773083269;57
56;1;0.29839102528582967;171
57;0.5651432983949234;0;10
58;0.4188262434761125;0;37
59;0.5921198761945021;0.896282898442316;334
60;0.95610656088986;0.6013254038381288;428
61;0.08553423763240525;0.8496944529012758;359
62;0;0.2611459504232172;402
63;0.16107819460990952;0.14990138898311078;122
64;0.4033341232897049;0.7969895273454329;209
